Temperature for Cap.30 (°C),Ratio 350 nm / 330 nm for Cap.30 ,Temperature for Cap.30 (°C),350 nm for Cap.30 ,Temperature for Cap.30 (°C),330 nm for Cap.30 ,Temperature for Cap.31 (°C),Ratio 350 nm / 330 nm for Cap.31 ,Temperature for Cap.31 (°C),350 nm for Cap.31 ,Temperature for Cap.31 (°C),330 nm for Cap.31 ,Temperature for Cap.32 (°C),Ratio 350 nm / 330 nm for Cap.32 ,Temperature for Cap.32 (°C),350 nm for Cap.32 ,Temperature for Cap.32 (°C),330 nm for Cap.32 ,Temperature for Cap.34 (°C),Ratio 350 nm / 330 nm for Cap.34 ,Temperature for Cap.34 (°C),350 nm for Cap.34 ,Temperature for Cap.34 (°C),330 nm for Cap.34 ,Temperature for Cap.35 (°C),Ratio 350 nm / 330 nm for Cap.35 ,Temperature for Cap.35 (°C),350 nm for Cap.35 ,Temperature for Cap.35 (°C),330 nm for Cap.35 ,Temperature for Cap.36 (°C),Ratio 350 nm / 330 nm for Cap.36 ,Temperature for Cap.36 (°C),350 nm for Cap.36 ,Temperature for Cap.36 (°C),330 nm for Cap.36 
25.7177,1.0489,25.7177,1845.7302,25.7177,1759.6842,25.7197,1.0162,25.7197,4315.7900,25.7197,4247.0659,25.7216,1.0009,25.7216,7697.2866,25.7216,7690.7095,25.7255,1.0903,25.7255,881.3176,25.7255,808.2988,25.7275,1.0185,25.7275,1675.8180,25.7275,1645.3676,25.7294,0.9905,25.7294,2959.7537,25.7294,2988.1416
25.7552,1.0500,25.7552,1843.8826,25.7552,1756.1185,25.7532,1.0176,25.7532,4320.7441,25.7532,4245.8716,25.7511,1.0015,25.7511,7690.4707,25.7511,7679.1162,25.7470,1.0930,25.7470,881.2443,25.7470,806.2368,25.7450,1.0169,25.7450,1674.7594,25.7450,1646.8762,25.7429,0.9899,25.7429,2958.2693,25.7429,2988.5273
25.9524,1.0500,25.9524,1841.4266,25.9524,1753.6582,25.9544,1.0175,25.9544,4310.1108,25.9544,4235.7759,25.9565,1.0010,25.9565,7675.1084,25.9565,7667.5513,25.9605,1.0886,25.9605,878.0508,25.9605,806.6229,25.9625,1.0181,25.9625,1668.5326,25.9625,1638.8146,25.9645,0.9897,25.9645,2941.5461,25.9645,2972.2551
25.9949,1.0519,25.9949,1844.1201,25.9949,1753.2014,25.9928,1.0159,25.9928,4301.5513,25.9928,4234.3110,25.9907,1.0001,25.9907,7664.1934,25.9907,7663.5518,25.9866,1.0890,25.9866,875.1631,25.9866,803.6455,25.9845,1.0179,25.9845,1669.1382,25.9845,1639.8154,25.9824,0.9896,25.9824,2944.0510,25.9824,2974.9189
26.1943,1.0474,26.1943,1833.6741,26.1943,1750.7699,26.1963,1.0174,26.1963,4297.3433,26.1963,4223.7495,26.1984,0.9995,26.1984,7644.3887,26.1984,7648.2412,26.2025,1.0841,26.2025,872.7233,26.2025,805.0540,26.2045,1.0168,26.2045,1660.9387,26.2045,1633.5098,26.2066,0.9922,26.2066,2933.2292,26.2066,2956.4226
26.2377,1.0505,26.2377,1835.9918,26.2377,1747.7363,26.2357,1.0165,26.2357,4298.0913,26.2357,4228.4312,26.2336,1.0015,26.2336,7643.4829,26.2336,7631.7441,26.2295,1.0877,26.2295,873.0098,26.2295,802.6491,26.2274,1.0188,26.2274,1664.5289,26.2274,1633.7942,26.2254,0.9902,26.2254,2931.5886,26.2254,2960.6511
26.4353,1.0507,26.4353,1830.8198,26.4353,1742.4213,26.4373,1.0170,26.4373,4284.9712,26.4373,4213.4814,26.4394,1.0000,26.4394,7622.0684,26.4394,7621.7559,26.4435,1.0830,26.4435,869.8821,26.4435,803.2362,26.4455,1.0177,26.4455,1654.1396,26.4455,1625.3131,26.4476,0.9920,26.4476,2920.7749,26.4476,2944.2544
26.4773,1.0471,26.4773,1828.5465,26.4773,1746.2982,26.4753,1.0156,26.4753,4285.5903,26.4753,4219.7422,26.4733,1.0006,26.4733,7626.0576,26.4733,7621.6392,26.4693,1.0887,26.4693,871.3370,26.4693,800.3729,26.4673,1.0161,26.4673,1653.3483,26.4673,1627.1763,26.4653,0.9929,26.4653,2921.1038,26.4653,2942.0413
26.6712,1.0511,26.6712,1828.0797,26.6712,1739.2612,26.6732,1.0137,26.6732,4267.1011,26.6732,4209.5249,26.6752,0.9991,26.6752,7602.8252,26.6752,7609.4370,26.6791,1.0891,26.6791,868.6106,26.6791,797.5455,26.6811,1.0182,26.6811,1649.4227,26.6811,1619.9987,26.6831,0.9923,26.6831,2907.1541,26.6831,2929.8086
26.7136,1.0523,26.7136,1825.8451,26.7136,1735.1255,26.7116,1.0173,26.7116,4273.3018,26.7116,4200.4404,26.7095,0.9997,26.7095,7602.9023,26.7095,7604.9102,26.7054,1.0854,26.7054,866.1245,26.7054,797.9694,26.7033,1.0201,26.7033,1649.4387,26.7033,1616.9409,26.7013,0.9914,26.7013,2904.8328,26.7013,2930.0579
26.9107,1.0500,26.9107,1822.8665,26.9107,1736.0942,26.9127,1.0184,26.9127,4265.7617,26.9127,4188.8267,26.9147,1.0007,26.9147,7589.9512,26.9147,7584.5996,26.9186,1.0880,26.9186,864.8218,26.9186,794.8974,26.9206,1.0156,26.9206,1639.7266,26.9206,1614.4788,26.9226,0.9909,26.9226,2889.8181,26.9226,2916.3716
26.9524,1.0497,26.9524,1821.5326,26.9524,1735.2716,26.9503,1.0142,26.9503,4256.6792,26.9503,4197.1675,26.9483,0.9995,26.9483,7587.3369,26.9483,7591.4282,26.9441,1.0890,26.9441,864.8638,26.9441,794.1715,26.9421,1.0173,26.9421,1643.7039,26.9421,1615.7252,26.9400,0.9924,26.9400,2894.3660,26.9400,2916.5959
27.1504,1.0463,27.1504,1814.0402,27.1504,1733.8212,27.1525,1.0165,27.1525,4252.1533,27.1525,4183.2891,27.1545,0.9991,27.1545,7558.9097,27.1545,7566.0889,27.1587,1.0936,27.1587,863.5757,27.1587,789.6981,27.1607,1.0165,27.1607,1634.9191,27.1607,1608.4482,27.1628,0.9909,27.1628,2881.7656,27.1628,2908.3269
27.1921,1.0490,27.1921,1819.2085,27.1921,1734.2560,27.1901,1.0176,27.1901,4253.2144,27.1901,4179.5234,27.1880,0.9994,27.1880,7559.7930,27.1880,7564.0498,27.1840,1.0895,27.1840,861.0072,27.1840,790.2532,27.1819,1.0210,27.1819,1638.6039,27.1819,1604.9545,27.1799,0.9911,27.1799,2881.6357,27.1799,2907.5276
27.3898,1.0494,27.3898,1815.3013,27.3898,1729.8936,27.3919,1.0134,27.3919,4236.1768,27.3919,4179.9600,27.3940,1.0003,27.3940,7544.0601,27.3940,7542.0444,27.3981,1.0937,27.3981,861.6808,27.3981,787.8459,27.4002,1.0198,27.4002,1629.5994,27.4002,1597.9625,27.4023,0.9923,27.4023,2871.6624,27.4023,2893.9624
27.4321,1.0465,27.4321,1812.0466,27.4321,1731.5275,27.4301,1.0141,27.4301,4230.4971,27.4301,4171.5605,27.4281,0.9985,27.4281,7532.2754,27.4281,7543.2388,27.4240,1.0902,27.4240,862.3687,27.4240,791.0035,27.4220,1.0194,27.4220,1632.3827,27.4220,1601.3596,27.4200,0.9906,27.4200,2864.2527,27.4200,2891.4136
27.6283,1.0482,27.6283,1811.4923,27.6283,1728.2297,27.6303,1.0137,27.6303,4221.7144,27.6303,4164.6738,27.6324,0.9993,27.6324,7521.0083,27.6324,7526.2632,27.6364,1.0906,27.6364,857.9169,27.6364,786.6276,27.6385,1.0167,27.6385,1620.1090,27.6385,1593.5548,27.6405,0.9924,27.6405,2853.7590,27.6405,2875.7314
27.6703,1.0532,27.6703,1814.7716,27.6703,1723.1674,27.6683,1.0159,27.6683,4222.8115,27.6683,4156.6782,27.6662,1.0002,27.6662,7516.6519,27.6662,7515.2935,27.6622,1.0898,27.6622,858.6752,27.6622,787.9217,27.6602,1.0202,27.6602,1623.3210,27.6602,1591.2463,27.6582,0.9911,27.6582,2853.3501,27.6582,2878.8855
27.8673,1.0483,27.8673,1803.4946,27.8673,1720.4060,27.8693,1.0155,27.8693,4211.8608,27.8693,4147.7344,27.8714,0.9990,27.8714,7493.4492,27.8714,7500.8784,27.8755,1.0967,27.8755,856.2153,27.8755,780.7444,27.8775,1.0225,27.8775,1618.7227,27.8775,1583.1279,27.8796,0.9924,27.8796,2845.6711,27.8796,2867.3359
27.9096,1.0488,27.9096,1801.5326,27.9096,1717.6946,27.9076,1.0149,27.9076,4203.8159,27.9076,4142.0874,27.9055,0.9989,27.9055,7494.4961,27.9055,7503.0830,27.9014,1.0950,27.9014,857.4750,27.9014,783.1044,27.8993,1.0190,27.8993,1616.8104,27.8993,1586.6254,27.8972,0.9927,27.8972,2842.3240,27.8972,2863.1223
28.1078,1.0484,28.1078,1800.0706,28.1078,1717.0183,28.1098,1.0135,28.1098,4188.7910,28.1098,4132.9321,28.1119,0.9998,28.1119,7480.7168,28.1119,7482.4482,28.1160,1.0916,28.1160,852.5200,28.1160,781.0124,28.1181,1.0214,28.1181,1612.0953,28.1181,1578.3574,28.1201,0.9928,28.1201,2829.0701,28.1201,2849.4585
28.1486,1.0519,28.1486,1800.9670,28.1486,1712.0905,28.1465,1.0143,28.1465,4200.9336,28.1465,4141.5483,28.1444,0.9993,28.1444,7475.5215,28.1444,7480.8462,28.1403,1.0920,28.1403,851.4684,28.1403,779.7571,28.1382,1.0187,28.1382,1610.2302,28.1382,1580.6805,28.1361,0.9940,28.1361,2829.4600,28.1361,2846.4519
28.3472,1.0499,28.3472,1795.8840,28.3472,1710.4774,28.3493,1.0141,28.3493,4189.7598,28.3493,4131.5913,28.3513,0.9994,28.3513,7448.5771,28.3513,7453.3755,28.3555,1.0936,28.3555,850.0829,28.3555,777.3409,28.3576,1.0213,28.3576,1606.2778,28.3576,1572.8414,28.3597,0.9920,28.3597,2815.0908,28.3597,2837.7864
28.3895,1.0469,28.3895,1792.1581,28.3895,1711.8577,28.3875,1.0141,28.3875,4181.1948,28.3875,4123.1367,28.3854,0.9976,28.3854,7448.7378,28.3854,7466.8926,28.3813,1.0905,28.3813,849.7446,28.3813,779.2273,28.3793,1.0185,28.3793,1603.3303,28.3793,1574.2389,28.3773,0.9926,28.3773,2815.6455,28.3773,2836.5662
28.5861,1.0506,28.5861,1792.1765,28.5861,1705.8392,28.5882,1.0128,28.5882,4170.1802,28.5882,4117.3433,28.5902,0.9968,28.5902,7432.7168,28.5902,7456.2939,28.5943,1.0932,28.5943,847.7355,28.5943,775.4700,28.5964,1.0217,28.5964,1597.5917,28.5964,1563.6592,28.5985,0.9919,28.5985,2802.9336,28.5985,2825.7676
28.6274,1.0491,28.6274,1792.0303,28.6274,1708.2162,28.6254,1.0138,28.6254,4171.2344,28.6254,4114.4854,28.6233,0.9979,28.6233,7422.0493,28.6233,7437.5908,28.6191,1.0967,28.6191,849.0137,28.6191,774.1793,28.6170,1.0201,28.6170,1595.8021,28.6170,1564.4177,28.6150,0.9917,28.6150,2805.8682,28.6150,2829.3394
28.8258,1.0504,28.8258,1784.3234,28.8258,1698.6567,28.8279,1.0155,28.8279,4164.3691,28.8279,4100.7290,28.8299,0.9975,28.8299,7400.7725,28.8299,7419.2959,28.8341,1.0913,28.8341,844.6259,28.8341,773.9904,28.8361,1.0213,28.8361,1591.0542,28.8361,1557.9048,28.8382,0.9932,28.8382,2793.6401,28.8382,2812.7061
28.8675,1.0468,28.8675,1782.4028,28.8675,1702.6526,28.8654,1.0136,28.8654,4156.1958,28.8654,4100.4438,28.8634,0.9954,28.8634,7385.2051,28.8634,7419.4365,28.8593,1.0946,28.8593,844.0588,28.8593,771.1290,28.8572,1.0229,28.8572,1592.3666,28.8572,1556.6663,28.8552,0.9910,28.8552,2790.7002,28.8552,2816.1619
29.0638,1.0476,29.0638,1779.3719,29.0638,1698.5515,29.0658,1.0118,29.0658,4150.5093,29.0658,4102.1060,29.0679,0.9979,29.0679,7388.4277,29.0679,7403.9067,29.0720,1.0928,29.0720,841.5964,29.0720,770.1238,29.0741,1.0183,29.0741,1579.9392,29.0741,1551.6210,29.0762,0.9911,29.0762,2778.2180,29.0762,2803.0698
29.1062,1.0518,29.1062,1780.1671,29.1062,1692.5579,29.1042,1.0136,29.1042,4146.2935,29.1042,4090.8320,29.1021,0.9967,29.1021,7371.9424,29.1021,7396.4434,29.0980,1.0940,29.0980,842.5251,29.0980,770.1393,29.0960,1.0202,29.0960,1585.2181,29.0960,1553.8235,29.0939,0.9921,29.0939,2780.6890,29.0939,2802.9272
29.3038,1.0492,29.3038,1775.3755,29.3038,1692.1206,29.3058,1.0119,29.3058,4135.5659,29.3058,4086.8184,29.3078,0.9954,29.3078,7356.7378,29.3078,7390.8193,29.3119,1.0924,29.3119,839.5713,29.3119,768.5324,29.3140,1.0219,29.3140,1578.7648,29.3140,1544.9423,29.3160,0.9899,29.3160,2764.0554,29.3160,2792.2275
29.3420,1.0459,29.3420,1773.2290,29.3420,1695.4323,29.3400,1.0125,29.3400,4134.1973,29.3400,4083.0083,29.3379,0.9973,29.3379,7354.2554,29.3379,7374.4917,29.3339,1.0924,29.3339,840.6497,29.3339,769.5248,29.3318,1.0214,29.3318,1575.9299,29.3318,1542.9067,29.3298,0.9941,29.3298,2768.0193,29.3298,2784.4822
29.5425,1.0461,29.5425,1770.1479,29.5425,1692.2161,29.5445,1.0120,29.5445,4125.0122,29.5445,4076.0269,29.5465,0.9971,29.5465,7337.6094,29.5465,7359.1689,29.5506,1.0982,29.5506,840.7151,29.5506,765.5583,29.5526,1.0214,29.5526,1571.2119,29.5526,1538.3420,29.5546,0.9922,29.5546,2754.8625,29.5546,2776.4343
29.5811,1.0495,29.5811,1769.7678,29.5811,1686.3480,29.5790,1.0123,29.5790,4128.1821,29.5790,4078.0317,29.5769,0.9982,29.5769,7346.6001,29.5769,7359.5728,29.5727,1.0919,29.5727,837.4220,29.5727,766.9559,29.5706,1.0195,29.5706,1570.1412,29.5706,1540.1139,29.5686,0.9921,29.5686,2752.5432,29.5686,2774.3625
29.7794,1.0506,29.7794,1766.1718,29.7794,1681.0317,29.7814,1.0120,29.7814,4109.0557,29.7814,4060.5090,29.7835,0.9953,29.7835,7308.6367,29.7835,7342.9570,29.7876,1.0944,29.7876,833.4717,29.7876,761.5455,29.7897,1.0201,29.7897,1562.1055,29.7897,1531.3230,29.7918,0.9934,29.7918,2740.1516,29.7918,2758.3108
29.8208,1.0454,29.8208,1760.8612,29.8208,1684.3170,29.8188,1.0150,29.8188,4111.7412,29.8188,4051.0032,29.8167,0.9949,29.8167,7302.1309,29.8167,7339.5786,29.8127,1.0973,29.8127,834.4644,29.8127,760.4446,29.8106,1.0200,29.8106,1563.4813,29.8106,1532.8160,29.8086,0.9941,29.8086,2742.0381,29.8086,2758.2441
30.0194,1.0451,30.0194,1759.1746,30.0194,1683.2631,30.0214,1.0129,30.0214,4096.8789,30.0214,4044.6545,30.0234,0.9950,30.0234,7283.7979,30.0234,7320.5356,30.0275,1.0969,30.0275,834.8804,30.0275,761.1189,30.0295,1.0199,30.0295,1555.2823,30.0295,1524.8682,30.0315,0.9944,30.0315,2732.8235,30.0315,2748.2947
30.0606,1.0493,30.0606,1760.3248,30.0606,1677.6309,30.0585,1.0108,30.0585,4093.5808,30.0585,4049.8013,30.0565,0.9932,30.0565,7271.8711,30.0565,7321.4126,30.0523,1.0948,30.0523,830.3293,30.0523,758.4352,30.0502,1.0195,30.0502,1553.9325,30.0502,1524.2562,30.0482,0.9927,30.0482,2728.6091,30.0482,2748.5447
30.2606,1.0423,30.2606,1750.7695,30.2606,1679.7389,30.2626,1.0112,30.2626,4088.0632,30.2626,4042.6289,30.2647,0.9957,30.2647,7264.1543,30.2647,7295.7861,30.2688,1.0944,30.2688,829.4587,30.2688,757.9326,30.2708,1.0215,30.2708,1550.0208,30.2708,1517.3744,30.2729,0.9929,30.2729,2718.4290,30.2729,2737.7754
30.2994,1.0448,30.2994,1752.1425,30.2994,1676.9354,30.2973,1.0112,30.2973,4080.0830,30.2973,4034.9556,30.2952,0.9960,30.2952,7263.8481,30.2952,7292.9492,30.2911,1.0948,30.2911,829.3011,30.2911,757.4879,30.2890,1.0222,30.2890,1547.6974,30.2890,1514.0686,30.2869,0.9921,30.2869,2718.6521,30.2869,2740.4268
30.4959,1.0450,30.4959,1751.3997,30.4959,1676.0596,30.4980,1.0096,30.4980,4071.3569,30.4980,4032.7683,30.5000,0.9949,30.5000,7239.5708,30.5000,7276.8291,30.5041,1.0962,30.5041,828.0112,30.5041,755.3725,30.5061,1.0193,30.5061,1539.2300,30.5061,1510.0864,30.5081,0.9935,30.5081,2707.2698,30.5081,2724.8965
30.5389,1.0452,30.5389,1748.0756,30.5389,1672.4596,30.5368,1.0108,30.5368,4068.0215,30.5368,4024.7222,30.5347,0.9935,30.5347,7229.8525,30.5347,7276.8628,30.5305,1.0985,30.5305,827.8159,30.5305,753.5892,30.5285,1.0216,30.5285,1542.2198,30.5285,1509.5596,30.5264,0.9914,30.5264,2704.1497,30.5264,2727.5654
30.7361,1.0463,30.7361,1745.6256,30.7361,1668.3176,30.7382,1.0105,30.7382,4058.8931,30.7382,4016.5820,30.7402,0.9943,30.7402,7209.5576,30.7402,7250.6567,30.7443,1.0912,30.7443,824.9953,30.7443,756.0130,30.7463,1.0245,30.7463,1539.1763,30.7463,1502.4003,30.7483,0.9947,30.7483,2694.4897,30.7483,2708.8853
30.7771,1.0475,30.7771,1746.4335,30.7771,1667.3074,30.7750,1.0122,30.7750,4062.8638,30.7750,4013.7314,30.7730,0.9945,30.7730,7206.9014,30.7730,7246.4570,30.7688,1.1002,30.7688,825.9002,30.7688,750.6929,30.7667,1.0206,30.7667,1536.5883,30.7667,1505.6216,30.7646,0.9945,30.7646,2693.0107,30.7646,2707.8938
30.9757,1.0465,30.9757,1740.6785,30.9757,1663.3486,30.9778,1.0107,30.9778,4046.9426,30.9778,4004.0322,30.9798,0.9943,30.9798,7188.3809,30.9798,7229.9272,30.9839,1.0928,30.9839,820.1638,30.9839,750.5109,30.9859,1.0203,30.9859,1529.9115,30.9859,1499.4653,30.9880,0.9941,30.9880,2686.5562,30.9880,2702.5293
31.0165,1.0479,31.0165,1742.2726,31.0165,1662.6490,31.0144,1.0117,31.0144,4048.3560,31.0144,4001.4431,31.0124,0.9939,31.0124,7180.9634,31.0124,7225.2158,31.0084,1.0953,31.0084,821.8412,31.0084,750.3027,31.0064,1.0206,31.0064,1526.7267,31.0064,1495.9191,31.0043,0.9937,31.0043,2680.8831,31.0043,2697.9985
31.2141,1.0497,31.2141,1736.6825,31.2141,1654.4075,31.2161,1.0115,31.2161,4035.2139,31.2161,3989.2769,31.2182,0.9933,31.2182,7160.8877,31.2182,7208.8633,31.2223,1.0939,31.2223,817.9521,31.2223,747.7683,31.2244,1.0238,31.2244,1528.0165,31.2244,1492.4958,31.2265,0.9921,31.2265,2666.3596,31.2265,2687.7185
31.2528,1.0436,31.2528,1730.4507,31.2528,1658.1851,31.2508,1.0111,31.2508,4029.6694,31.2508,3985.5835,31.2487,0.9942,31.2487,7163.3530,31.2487,7204.8262,31.2446,1.0946,31.2446,817.8791,31.2446,747.2279,31.2425,1.0205,31.2425,1526.1807,31.2425,1495.5405,31.2405,0.9932,31.2405,2667.4045,31.2405,2685.6838
31.4500,1.0443,31.4500,1727.1938,31.4500,1653.9083,31.4520,1.0102,31.4520,4023.8691,31.4520,3983.0698,31.4540,0.9940,31.4540,7142.8711,31.4540,7186.3110,31.4581,1.0986,31.4581,815.8863,31.4581,742.6448,31.4601,1.0205,31.4601,1520.8546,31.4601,1490.3345,31.4622,0.9902,31.4622,2653.7878,31.4622,2679.9636
31.4922,1.0470,31.4922,1731.4310,31.4922,1653.6295,31.4901,1.0118,31.4901,4019.5859,31.4901,3972.6042,31.4880,0.9944,31.4880,7138.4043,31.4880,7178.3682,31.4838,1.0956,31.4838,814.9949,31.4838,743.8709,31.4817,1.0241,31.4817,1521.2642,31.4817,1485.5316,31.4796,0.9937,31.4796,2657.8257,31.4796,2674.7048
31.6898,1.0466,31.6898,1727.1134,31.6898,1650.1583,31.6918,1.0093,31.6918,4007.8176,31.6918,3970.7158,31.6939,0.9947,31.6939,7124.3877,31.6939,7162.1299,31.6980,1.1011,31.6980,815.6267,31.6980,740.7108,31.7001,1.0204,31.7001,1510.2760,31.7001,1480.1123,31.7021,0.9926,31.7021,2644.8037,31.7021,2664.4319
31.7316,1.0455,31.7316,1727.0184,31.7316,1651.7915,31.7295,1.0094,31.7295,4006.8081,31.7295,3969.3721,31.7274,0.9928,31.7274,7122.8613,31.7274,7174.8281,31.7233,1.0928,31.7233,809.6520,31.7233,740.8833,31.7212,1.0255,31.7212,1512.6581,31.7212,1475.0146,31.7191,0.9938,31.7191,2644.8020,31.7191,2661.3721
31.9300,1.0451,31.9300,1719.3175,31.9300,1645.1515,31.9321,1.0090,31.9321,3994.2769,31.9321,3958.6445,31.9341,0.9934,31.9341,7102.5693,31.9341,7149.8667,31.9382,1.0994,31.9382,812.2385,31.9382,738.8066,31.9403,1.0220,31.9403,1505.8607,31.9403,1473.4910,31.9423,0.9964,31.9423,2634.9812,31.9423,2644.3733
31.9716,1.0449,31.9716,1718.9647,31.9716,1645.0687,31.9695,1.0095,31.9695,3993.5154,31.9695,3956.0698,31.9675,0.9919,31.9675,7091.9492,31.9675,7149.5127,31.9634,1.0949,31.9634,810.6305,31.9634,740.3547,31.9614,1.0235,31.9614,1507.0807,31.9614,1472.4335,31.9593,0.9946,31.9593,2634.4624,31.9593,2648.6873
32.1651,1.0464,32.1651,1717.0890,32.1651,1640.9467,32.1672,1.0082,32.1672,3977.5122,32.1672,3945.3528,32.1692,0.9941,32.1692,7082.3726,32.1692,7124.7075,32.1732,1.0941,32.1732,808.1896,32.1732,738.7100,32.1752,1.0249,32.1752,1502.7238,32.1752,1466.2393,32.1772,0.9956,32.1772,2627.2053,32.1772,2638.7908
32.2100,1.0432,32.2100,1713.9468,32.2100,1642.9325,32.2080,1.0082,32.2080,3979.6189,32.2080,3947.2239,32.2060,0.9919,32.2060,7059.1948,32.2060,7116.7354,32.2021,1.0991,32.2021,808.4312,32.2021,735.5577,32.2001,1.0237,32.2001,1497.7311,32.2001,1463.0406,32.1981,0.9954,32.1981,2623.8906,32.1981,2636.0164
32.4034,1.0428,32.4034,1704.9459,32.4034,1634.9799,32.4055,1.0087,32.4055,3967.1431,32.4055,3932.8889,32.4075,0.9926,32.4075,7059.0791,32.4075,7111.4863,32.4116,1.0981,32.4116,805.0753,32.4116,733.1837,32.4137,1.0249,32.4137,1493.4813,32.4137,1457.2174,32.4158,0.9958,32.4158,2608.4458,32.4158,2619.5713
32.4464,1.0424,32.4464,1706.1256,32.4464,1636.7743,32.4444,1.0084,32.4444,3962.7886,32.4444,3929.8984,32.4423,0.9918,32.4423,7041.5483,32.4423,7099.6006,32.4382,1.0936,32.4382,805.1340,32.4382,736.1929,32.4362,1.0240,32.4362,1496.4584,32.4362,1461.4312,32.4341,0.9950,32.4341,2608.7690,32.4341,2621.9888
32.6449,1.0421,32.6449,1703.5488,32.6449,1634.7994,32.6469,1.0078,32.6469,3953.8416,32.6469,3923.1565,32.6489,0.9911,32.6489,7024.4521,32.6489,7087.7344,32.6529,1.0967,32.6529,803.1844,32.6529,732.3557,32.6549,1.0246,32.6549,1490.1425,32.6549,1454.3809,32.6569,0.9936,32.6569,2598.9282,32.6569,2615.6667
32.6850,1.0414,32.6850,1700.2965,32.6850,1632.7109,32.6829,1.0085,32.6829,3956.1104,32.6829,3922.7356,32.6809,0.9924,32.6809,7020.7676,32.6809,7074.4028,32.6767,1.0982,32.6767,802.4459,32.6767,730.6871,32.6747,1.0249,32.6747,1487.2552,32.6747,1451.0575,32.6726,0.9958,32.6726,2601.0266,32.6726,2611.9473
32.8826,1.0405,32.8826,1696.1748,32.8826,1630.1144,32.8847,1.0096,32.8847,3946.4636,32.8847,3909.1216,32.8867,0.9913,32.8867,6999.4482,32.8867,7060.9980,32.8908,1.1001,32.8908,800.7230,32.8908,727.8492,32.8929,1.0264,32.8929,1486.9410,32.8929,1448.7467,32.8949,0.9945,32.8949,2587.9082,32.8949,2602.0959
32.9240,1.0410,32.9240,1693.3721,32.9240,1626.6556,32.9219,1.0076,32.9219,3940.6411,32.9219,3910.8542,32.9198,0.9927,32.9198,7001.4673,32.9198,7052.6348,32.9156,1.0972,32.9156,801.6294,32.9156,730.6378,32.9135,1.0278,32.9135,1483.8407,32.9135,1443.6774,32.9114,0.9946,32.9114,2587.0325,32.9114,2601.1650
33.1221,1.0408,33.1221,1690.5935,33.1221,1624.3024,33.1241,1.0090,33.1241,3928.7449,33.1241,3893.6030,33.1262,0.9909,33.1262,6969.7090,33.1262,7033.5435,33.1303,1.1040,33.1303,800.6442,33.1303,725.1990,33.1323,1.0234,33.1323,1474.8002,33.1323,1441.1345,33.1343,0.9955,33.1343,2577.3794,33.1343,2589.0620
33.1639,1.0390,33.1639,1686.9196,33.1639,1623.5453,33.1618,1.0061,33.1618,3924.4065,33.1618,3900.5098,33.1598,0.9914,33.1598,6970.7900,33.1598,7030.9761,33.1557,1.1012,33.1557,798.5297,33.1557,725.1575,33.1536,1.0241,33.1536,1476.5645,33.1536,1441.7726,33.1515,0.9939,33.1515,2576.3948,33.1515,2592.2346
33.3607,1.0424,33.3607,1686.6121,33.3607,1617.9744,33.3627,1.0109,33.3627,3921.3071,33.3627,3879.0588,33.3648,0.9924,33.3648,6958.8999,33.3648,7012.1992,33.3688,1.1017,33.3688,796.8289,33.3688,723.2845,33.3709,1.0239,33.3709,1471.3611,33.3709,1437.0597,33.3729,0.9969,33.3729,2566.1855,33.3729,2574.0562
33.4030,1.0431,33.4030,1686.3280,33.4030,1616.7057,33.4011,1.0075,33.4011,3914.8049,33.4011,3885.7561,33.3991,0.9896,33.3991,6935.7153,33.3991,7008.7026,33.3951,1.1023,33.3951,797.8192,33.3951,723.7709,33.3931,1.0263,33.3931,1471.2964,33.3931,1433.6503,33.3911,0.9935,33.3911,2560.4253,33.3911,2577.0852
33.6010,1.0434,33.6010,1685.3615,33.6010,1615.3162,33.6030,1.0072,33.6030,3904.5134,33.6030,3876.6458,33.6051,0.9911,33.6051,6930.4893,33.6051,6992.6309,33.6092,1.0993,33.6092,793.9267,33.6092,722.2432,33.6113,1.0273,33.6113,1464.7950,33.6113,1425.8315,33.6133,0.9984,33.6133,2554.0129,33.6133,2558.1558
33.6410,1.0408,33.6410,1681.8984,33.6410,1615.9017,33.6390,1.0084,33.6390,3902.6240,33.6390,3870.2786,33.6370,0.9908,33.6370,6925.2144,33.6370,6989.5601,33.6330,1.0941,33.6330,792.6117,33.6330,724.4522,33.6310,1.0231,33.6310,1460.8466,33.6310,1427.9042,33.6290,0.9939,33.6290,2550.3613,33.6290,2566.0981
33.8362,1.0421,33.8362,1678.9512,33.8362,1611.0631,33.8381,1.0060,33.8381,3888.1572,33.8381,3864.9922,33.8401,0.9902,33.8401,6901.3159,33.8401,6969.7646,33.8440,1.1029,33.8440,793.5769,33.8440,719.5286,33.8459,1.0265,33.8459,1459.0199,33.8459,1421.4006,33.8479,0.9963,33.8479,2543.1660,33.8479,2552.4829
33.8787,1.0432,33.8787,1678.1478,33.8787,1608.6797,33.8766,1.0069,33.8766,3890.2239,33.8766,3863.5984,33.8746,0.9912,33.8746,6899.5474,33.8746,6960.5264,33.8705,1.0983,33.8705,790.2278,33.8705,719.5115,33.8685,1.0241,33.8685,1459.5719,33.8685,1425.1899,33.8664,0.9950,33.8664,2541.0186,33.8664,2553.7791
